  1   1  0.1658661598101810E+00  0.1150251124873620E+01  0.5963002976991191E+00
  1   2  0.1535576928618203E+00  0.1117120981925864E+01  0.5761950753383901E+00
  1   3  0.1293772081558009E+00  0.1046884143338567E+01  0.5341461798112224E+00
  1   4  0.1000546023876537E+00  0.9497433455240760E+00  0.4772621830624669E+00
  1   5  0.4627803989057529E-01  0.7092531130233093E+00  0.3426594094067955E+00
  1   6  0.1232614944367276E+00  0.1137980703866320E+01  0.5763857988775656E+00
  1   7  0.9081892934173316E-01  0.1122212956204974E+01  0.5569488858710476E+00
  1   8  0.4930310550096659E-01  0.1091393829080547E+01  0.5239707394918203E+00
  1   9  0.2374444807305637E+00  0.2231342121578184E+01  0.9271118549221072E+00
  1  10  0.2050301348005123E+00  0.2056353966227012E+01  0.8396067643236995E+00
  1  11  0.1479665389041567E+00  0.1724094982514306E+01  0.6760729935711033E+00
  1  12  0.9071565536625868E-01  0.1339980415126542E+01  0.4927181747334319E+00
  1  13  0.2090443450727347E-01  0.6746542784397307E+00  0.2003358980543885E+00
  1  14  0.9181115809349320E-01  0.1615738632074246E+01  0.5820497583579149E+00
  1  15  0.3492578232427069E-01  0.1254779138671078E+01  0.3849173451781741E+00
  1  16  0.7431949307899861E+00  0.5981201523275299E+01  0.2941736348112391E+01
  1  17  0.8668555408637181E+00  0.3527665420417582E+01  0.1839302394541522E+01
  1  18  0.6455331635445263E+00  0.5212588246120752E+01  0.2391756398487862E+01
  1  19  0.8087252421514022E+00  0.3318433270619018E+01  0.1595838267015380E+01
  1  20  0.4720127323787389E+00  0.3844182658712311E+01  0.1636765060784188E+01
  1  21  0.6931232797214958E+00  0.2897164173865713E+01  0.1256351758720486E+01
  1  22  0.2951253033481891E+00  0.2448768672148812E+01  0.1047586963246379E+01
  1  23  0.5418731508922654E+00  0.2364074350825324E+01  0.9849085195274151E+00
  1  24  0.6684894381118481E-01  0.1064337964413098E+01  0.3726926324801560E+00
  1  25  0.2383441926966092E+00  0.1287189099803907E+01  0.6280449611988537E+00
  1  26  0.3053585565332603E+00  0.2773702955128497E+01  0.1152168518877434E+01
  1  27  0.6396701632320946E+00  0.2954118360181868E+01  0.1132744190395540E+01
  1  28  0.1086623460587557E+00  0.1969478290023098E+01  0.7056260806023447E+00
  1  29  0.4670865755381143E+00  0.2460981016327401E+01  0.1031739161178509E+01
  1  30  0.2535240114034837E+00  0.1787085704547347E+01  0.9364574791800399E+00
  1   1  0.1604316358000405E-02  0.4882827165602506E+00  0.8507559072094406E-01
  1   2  0.1527519898525296E+00  0.1908041660544618E+01  0.7898957632740568E+00
  1   3  0.7643580612386679E-05  0.2280818250119061E+00  0.1150057013113604E-01
  1   4  0.1371254506906284E+00  0.1708146698228958E+01  0.7163207426842588E+00
  1   5  0.1230975075693691E+00  0.1618410487845323E+01  0.6507990999412900E+00
  1   6  0.4782681839163472E-02  0.2045359125601569E+01  0.2658837293856440E+00
  1   7  0.4820502224315117E+00  0.5378310439615474E+01  0.1738372385423850E+01
  1   8  0.2979313272448753E-04  0.1165462990912826E+01  0.1040241261657403E+00
  1   9  0.3986566811495008E+00  0.4498414304926730E+01  0.1576512782203932E+01
  1  10  0.3129489796156129E+00  0.4024123662943989E+01  0.1440063264205427E+01
  1  11  0.0000000000000000E+00  0.1638977335599184E+01  0.2772690541351037E+00
  1  12  0.0000000000000000E+00  0.2345365100726916E+01  0.4182020214504567E+00
  1  13  0.1786527252120735E-08  0.2411406690141447E+01  0.3557672471908627E+00
  1  14  0.2917162535073055E+00  0.7076305068382187E+01  0.3044126803619581E+01
  1  15  0.5110614227229815E-02  0.2911859856251136E+01  0.3649657775523351E+00
  1  16  0.0000000000000000E+00  0.1737799248862345E+01  0.1245065746405335E+00
  1  17  0.5597430921125872E+00  0.6287419253507259E+01  0.2055242446076030E+01
  1  18  0.0000000000000000E+00  0.1015661207973644E+01  0.1092190055651574E+00
  1  19  0.2417388433812294E-02  0.5407434866743804E+00  0.1020116001660689E+00
  1  20  0.1744040268245202E+00  0.1956971136627206E+01  0.8118353325575191E+00
  1  21  0.5005368299859279E-02  0.3261452089691094E+00  0.8178378135407174E-01
  2   1  0.6572745949890777E+00  0.2035555949070509E+01  0.1387414590109120E+01
  2   2  0.6241008024745244E+00  0.1990895900988763E+01  0.1340635678630589E+01
  2   3  0.5564396651028722E+00  0.1899792680692542E+01  0.1242800323898385E+01
  2   4  0.4688517680758735E+00  0.1770966086150995E+01  0.1110448072293764E+01
  2   5  0.2821519576924034E+00  0.1434986312964235E+01  0.7972671921908818E+00
  2   6  0.5838743069111229E+00  0.2036121161042371E+01  0.1341079435948772E+01
  2   7  0.5176511240082643E+00  0.2034157926715851E+01  0.1295855482856709E+01
  2   8  0.4034354779919826E+00  0.2030246610527033E+01  0.1219125081047731E+01
  2   9  0.1816106645976413E+01  0.6423664808376676E+01  0.4279513170890799E+01
  2  10  0.0000000000000000E+00  0.2189541072918137E+01  0.1033190065150329E+01
  2  11  0.1732439970249905E+01  0.5578660758297216E+01  0.3713044088112722E+01
  2  12  0.0000000000000000E+00  0.1886951173834341E+01  0.7952883590069358E+00
  2  13  0.0000000000000000E+00  0.1356753204746911E+01  0.4669344674625073E+00
  2  14  0.1791632172177306E+01  0.5344367136796904E+01  0.3536607810557785E+01
  2  15  0.1333358672916184E+01  0.3319570474433229E+01  0.2291591091246714E+01
  2  16  0.0000000000000000E+00  0.8285938758838073E+00  0.2248973289140481E+00
  2  17  0.0000000000000000E+00  0.1500469802715102E+01  0.4708798476212029E+00
  2  18  0.0000000000000000E+00  0.5070750610446453E+00  0.1123132926260308E+00
  2  19  0.7479618910965599E+00  0.2131985789696503E+01  0.1461275041743199E+01
  2  20  0.0000000000000000E+00  0.1910934446183882E+00  0.2926362115148986E-01
  2  21  0.3123887827649182E+00  0.1426100182870644E+01  0.8171784114796422E+00
  2  22  0.5158967546599760E-01  0.7093690279665449E+00  0.2803877281456329E+00
  2   1  0.1220395930772939E+00  0.1730636499194372E+01  0.6711079977735722E+00
